江苏省,高邮,32.47,119.27
江苏省,海门,31.53,121.09
江苏省,淮安,33.30,119.09
江苏省,淮阴,33.36,119.02
江苏省,江都,32.26,119.32
江苏省,姜堰,32.34,120.08
江苏省,江阴,31.54,120.17
江苏省,靖江,32.02,120.17
江苏省,金坛,31.46,119.33
江苏省,昆山,31.23,120.57
江苏省,连去港,34.36,119.10
江苏省,溧阳,31.26,119.29
江苏省,南通,32.01,120.51
江苏省,邳州,34.19,117.59
江苏省,启乐,31.48,121.39
江苏省,如皋,32.23,120.33
江苏省,宿迁,33.58,118.18
江苏省,苏州,31.19,120.37
江苏省,太仓,31.27,121.06
江苏省,泰兴,32.10,120.01
江苏省,泰州,32.30,119.54
江苏省,通州,32.05,121.03
江苏省,吴江,31.10,120.39
江苏省,无锡,31.34,120.18
江苏省,兴化,32.56,119.50
江苏省,新沂,34.22,118.20
江苏省,徐州,34.15,117.11
江苏省,盐在,33.22,120.08
江苏省,扬中,32.14,119.49
江苏省,扬州,32.23,119.26
江苏省,宜兴,31.21,119.49
江苏省,仪征,32.16,119.10
江苏省,张家港,31.52,120.32
江苏省,镇江,32.11,119.27
江西省,南昌,28.40,115.55
江西省,德兴,28.57,117.35
江西省,丰城,28.12,115.48
江西省,赣州,28.52,114.56
江西省,高安,28.25,115.22
江西省,吉安,27.07,114.58
江西省,景德镇,29.17,117.13
江西省,井冈山,26.34,114.10
江西省,九江,29.43,115.58
江西省,乐平,28.58,117.08
江西省,临川,27.59,116.21
江西省,萍乡,27.37,113.50
江西省,瑞昌,29.40,115.38
江西省,瑞金,25.53,116.01
江西省,上饶,25.27,117.58
江西省,新余,27.48,114.56
江西省,宜春,27.47,114.23
江西省,鹰潭,28.14,117.03
江西省,樟树,28.03,115.32
辽宁省,沈阳,41.48,123.25
辽宁省,鞍山,41.07,123.00
辽宁省,北票,41.48,120.47
辽宁省,本溪,41.18,123.46
辽宁省,朝阳,41.34,120.27
辽宁省,大连,38.55,121.36
辽宁省,丹东,40.08,124.22
辽宁省,大石桥,40.37,122.31
辽宁省,东港,39.53,124.08
辽宁省,凤城,40.28,124.02
辽宁省,抚顺,41.51,123.54
辽宁省,阜新,42.01,121.39
辽宁省,盖州,40.24,122.21
辽宁省,海城,40.51,122.43
辽宁省,葫芦岛,40.45,120.51
辽宁省,锦州,41.07,121.09
辽宁省,开原,42.32,124.02
辽宁省,辽阳,41.16,123.12
辽宁省,凌海,41.10,121.21
辽宁省,凌源,41.14,119.22
辽宁省,盘锦,41.07,122.03
辽宁省,普兰店,39.23,121.58
辽宁省,铁法,42.28,123.32
辽宁省,铁岭,42.18,123.51
辽宁省,瓦房店,39.37,122.00
辽宁省,兴城,40.37,120.41
辽宁省,新民,41.59,122.49
辽宁省,营口,40.39,122.13
辽宁省,庄河,39.41,122.58
内自治区,呼和浩特,40.48,111.41
内自治区,包头,40.39,109.49
内自治区,赤峰,42.17,118.58
内自治区,东胜,39.48,109.59
内自治区,二连浩特,43.38,111.58
内自治区,额尔古纳,50.13,120.11
内自治区,丰镇,40.27,113.09
内自治区,根河,50.48,121.29
内自治区,海拉尔,49.12,119.39
内自治区,霍林郭勒,45.32,119.38
内自治区,集宁,41.02,113.06
内自治区,临河,40.46,107.22
内自治区,满洲里,49.35,117.23
内自治区,通辽,43.37,122.16
内自治区,乌兰浩特,46.03,122.03
内自治区,乌海,39.40,106.48
内自治区,锡林浩特,43.57,116.03
内自治区,牙克石,49.17,120.40
内自治区,扎兰屯,48.00,122.47
宁夏自治区,银川,38.27,106.16
宁夏自治区,青铜峡,37.56,105.59
宁夏自治区,石嘴山,39.02,106.22
宁夏自治区,吴忠,37.59,106.11
青海省,西宁,36.38,101.48
青海省,德令哈,37.22,97.23
青海省,格尔木,36.26,94.55
山东省,济南,36.40,117.00
山东省,安丘,36.25,119.12
山东省,滨州,37.22,118.02
山东省,昌邑,39.52,119.24
山东省,德州,37.26,116.17
山东省,东营,37.27,118.30
山东省,肥城,36.14,116.46
山东省,高密,36.22,119.44
山东省,菏泽,35.14,115.26
山东省,胶南,35.53,119.58
山东省,胶州,36.17,120.00
山东省,即墨,36.22,120.28
山东省,济宁,35.23,116.33
山东省,莱芜,36.12,117.40
山东省,莱西,36.52,120.31
山东省,莱阳,36.58,120.42
山东省,莱州,37.10,119.57
山东省,乐陵,37.44,117.12
山东省,聊城,36.26,115.57
山东省,临清,36.51,115.42
山东省,临沂,35.03,118.20
山东省,龙口,37.39,120.21
山东省,蓬莱,37.48,120.45
山东省,平度,36.47,119.58
山东省,青岛,36.03,120.18
山东省,青州,36.42,118.28
山东省,曲阜,35.36,116.58
山东省,日照,35.23,119.32
山东省,荣成,37.10,122.25
山东省,乳山,36.54,121.31
山东省,寿光,36.53,118.44
山东省,泰安,36.11,117.08
山东省,滕州,35.06,117.09
山东省,潍坊,36.43,119.06
山东省,威海,37.31,122.07
山东省,文登,37.12,122.03
山东省,新泰,35.54,117.45
山东省,烟台,37.32,121.24
山东省,兖州,35.32,116.49
山东省,禹城,36.56,116.39
山东省,枣庄,34.52,117.33
山东省,章丘,36.43,117.32
山东省,招远,37.21,120.23
山东省,诸城,35.59,119.24
山东省,淄博,36.48,118.03
山东省,邹城,35.24,116.58
山西省,太原,37.54,112.33
山西省,长治,36.11,113.06
山西省,大同,40.06,113.17
山西省,高平,35.48,112.55
山西省,古交,37.54,112.09
山西省,河津,35.35,110.41
山西省,侯马,35.37,111.21
山西省,霍州,36.34,111.42
山西省,介休,37.02,111.55
山西省,晋城,35.30,112.51
山西省,临汾,36.05,111.31
山西省,潞城,36.21,113.14
山西省,朔州,39.19,112.26
山西省,孝义,37.08,111.48
山西省,忻州,38.24,112.43
山西省,阳泉,37.51,113.34
山西省,永济,34.52,110.27
山西省,原平,38.43,112.42
山西省,榆次,37.41,112.43
山西省,运城,35.02,110.59
陕西省,西安,34.17,108.57
陕西省,安康,32.41,109.01
陕西省,宝鸡,34.22,107.09
陕西省,韩城,35.28,110.27
陕西省,汉中,33.04,107.01
陕西省,华阴,34.34,110.05
陕西省,商州,33.52,109.57
陕西省,铜川,35.06,109.07
陕西省,渭南,34.30,109.30
陕西省,咸阳,34.20,108.43
陕西省,兴平,34.18,108.29
陕西省,延安,36.35,109.28
陕西省,榆林,38.18,109.47
上海市,上海市,31.14,121.29
四川省,成都,30.40,104.04
四川省,巴中,31.51,106.43
四川省,崇州,30.39,103.40
四川省,达川,31.14,107.29
四川省,德阳,31.09,104.22
四川省,都江堰,31.01,103.37
四川省,峨眉山,29.36,103.29
四川省,涪陵,29.42,107.22
四川省,广汉,30.58,104.15
四川省,广元,32.28,105.51
四川省,华蓥,30.26,106.44
四川省,简阳,30.24,104.32
四川省,江油,31.48,104.42
四川省,阆中,31.36,105.58
四川省,乐山,29.36,103.44
四川省,泸州,28.54,105.24
四川省,绵阳,31.30,104.42
四川省,南充,30.49,106.04
四川省,内江,29.36,105.02
四川省,攀枝花,26.34,101.43
四川省,彭州,30.59,103.57
四川省,邛崃,30.26,103.28
四川省,遂宁,30.31,105.33
四川省,万县,30.50,108.21
四川省,万源,32.03,108.03
四川省,西昌,27.54,102.16
四川省,雅安,29.59,102.59
四川省,宜宾,28.47,104.34
四川省,自贡,29.23,104.46
四川省,资阳,30.09,104.38
台湾省,台北市,25.03,121.30
天津市,天津市,39.02,117.12
西藏自治区,拉萨,29.39,91.08
西藏自治区,日喀则,29.16,88.51
香港,香港市,21.23,115.12
新疆自治区,乌鲁木齐,43.45,87.36
新疆自治区,阿克苏,41.09,80.19
新疆自治区,阿勒泰,47.50,88.12
新疆自治区,阿图什,39.42,76.08
新疆自治区,博乐,44.57,82.08
新疆自治区,昌吉,44.02,87.18
新疆自治区,阜康,44.09,87.58
新疆自治区,哈密,42.50,93.28
新疆自治区,和田,37.09,79.55
新疆自治区,克拉玛依,45.36,84.51
新疆自治区,喀什,39.30,75.59
新疆自治区,库尔勒,41.46,86.07
新疆自治区,奎屯,44.27,84.56
新疆自治区,石河子,44.18,86.00
新疆自治区,塔城,46.46,82.59
新疆自治区,吐鲁番,42.54,89.11
新疆自治区,伊宁,43.55,81.20
云南省,昆明,25.04,102.42
云南省,保山,25.08,99.10
云南省,楚雄,25.01,101.32
云南省,大理,25.34,100.13
云南省,东川,26.06,103.12
云南省,个旧,23.21,103.09
云南省,景洪,22.01,100.48
云南省,开远,23.43,103.13
云南省,曲靖,25.30,103.48
云南省,瑞丽,24.00,97.50
云南省,思茅,22.48,100.58
云南省,畹町,24.06,98.04
云南省,宣威,26.13,104.06
云南省,玉溪,24.22,102.32
云南省,昭通,27.20,103.42
浙江省,杭州,30.16,120.10
浙江省,慈溪,30.11,121.15
浙江省,东阳,29.16,120.14
浙江省,奉化,29.39,121.24
浙江省,富阳,30.03,119.57
浙江省,海宁,30.32,120.42
浙江省,湖州,30.52,120.06
浙江省,建德,29.29,119.16
浙江省,江山,28.45,118.37
浙江省,嘉兴,30.46,120.45
浙江省,金华,29.07,119.39
浙江省,兰溪,29.12,119.28
浙江省,临海,28.51,121.08
浙江省,丽水,28.27,119.54
浙江省,龙泉,28.04,119.08
浙江省,宁波,29.52,121.33
浙江省,平湖,30.42,121.01
浙江省,衢州,28.58,118.52
浙江省,瑞安,27.48,120.38
浙江省,上虞,30.01,120.52
浙江省,绍兴,30.00,120.34
浙江省,台州,28.41,121.27
浙江省,桐乡,30.38,120.32
浙江省,温岭,28.22,121.21
浙江省,温州,28.01,120.39
浙江省,萧山,30.09,120.16
浙江省,义乌,29.18,120.04
浙江省,乐清,28.08,120.58
浙江省,余杭,30.26,120.18
浙江省,余姚,30.02,121.10
浙江省,永康,29.54,120.01
浙江省,舟山,30.01,122.06
浙江省,诸暨,29.43,120.14
重庆市,重庆市,29.35,106.33
重庆市,合川市,30.02,106.15
重庆市,江津市,29.18,106.16
重庆市,南川市,29.10,107.05
重庆市,永川市,29.23,105.53
